"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    ,  0.000000    ,  5.079493    ,  0.000000    ,  5.079493    ,  0.000000    ,  5.079493    ,  5.079973    , 0.4801513E-03, 0.9452740E-02,  5.079493    ,  5.079973    ,  5.079493    , 0.4801513E-03, 0.9451847E-02, 0.9452740E-02
         0.033,              ,  0.000000    ,  0.000000    ,  15.23246    ,  0.000000    ,  15.23246    ,  0.000000    ,  15.23246    ,  15.23124    ,-0.1214212E-02,-0.7971214E-02,  15.23246    ,  20.31122    ,  20.31195    ,-0.7340605E-03,-0.3613934E-02,-0.3613934E-02
         0.050,              ,  0.000000    ,  0.000000    ,  25.74225    ,  0.000000    ,  25.74225    ,  0.000000    ,  25.74225    ,  25.74380    , 0.1554186E-02, 0.6037490E-02,  25.74225    ,  46.05502    ,  46.05420    , 0.8201250E-03, 0.1780750E-02, 0.1780782E-02
         0.067,              ,  0.000000    ,  0.000000    ,  36.34896    ,  0.000000    ,  36.34896    ,  0.000000    ,  36.34896    ,  36.34919    , 0.2312195E-03, 0.6361101E-03,  36.34896    ,  82.40421    ,  82.40316    , 0.1051344E-02, 0.1275838E-02, 0.1275855E-02
         0.083,              ,  0.000000    ,  0.000000    ,  47.07951    ,  0.000000    ,  47.07951    ,  0.000000    ,  47.07951    ,  47.07681    ,-0.2703262E-02,-0.5741906E-02,  47.07951    ,  129.4810    ,  129.4827    ,-0.1651917E-02,-0.1275782E-02,-0.1275782E-02
         0.100,              ,  0.000000    ,  0.000000    ,  68.56369    ,  0.000000    ,  68.56369    ,  0.000000    ,  68.56369    ,  68.55768    ,-0.6004573E-02,-0.8757656E-02,  68.56369    ,  198.0387    ,  198.0464    ,-0.7656490E-02,-0.3866009E-02,-0.3866009E-02
         0.117,              ,  0.000000    ,  0.000000    ,  96.00734    ,  0.000000    ,  96.00734    ,  0.000000    ,  96.00734    ,  96.00862    , 0.1278570E-02, 0.1331742E-02,  96.00734    ,  294.0473    ,  294.0537    ,-0.6377920E-02,-0.2168964E-02,-0.2168964E-02
         0.133,              ,  0.000000    ,  0.000000    ,  123.4518    ,  0.000000    ,  123.4518    ,  0.000000    ,  123.4518    ,  123.4610    , 0.9198014E-02, 0.7450693E-02,  123.4518    ,  417.5083    ,  417.5055    , 0.2820094E-02, 0.6754581E-03, 0.6754627E-03
         0.150,              ,  0.000000    ,  0.000000    ,  150.8962    ,  0.000000    ,  150.8962    ,  0.000000    ,  150.8962    ,  150.9072    , 0.1098151E-01, 0.7277525E-02,  150.8962    ,  568.4155    ,  568.4017    , 0.1380160E-01, 0.2428084E-02, 0.2428143E-02
