iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         27.536,0.413181,0.410933,0.00567627,1,1.52588e-05,99.5962
200,         68.630,0.413181,0.410959,0.00788879,1,6.10352e-05,99.513
300,        109.726,0.413175,0.410959,0.00416565,1,0.000106812,99.4941
400,        150.822,0.413169,0.410959,0.00398254,1,0.000137329,99.4859
500,        191.918,0.413162,0.410959,0.00491333,1,0.000183105,99.4816
600,        233.014,0.41315,0.410959,0.00708008,1,0.000213623,99.4793
700,        274.110,0.413137,0.410959,0.00561523,1,0.000259399,99.4781
800,        314.795,0.413118,0.410959,0.00593567,1,0.000335693,99.4776
900,        355.890,0.413099,0.410959,0.00662231,1,0.000442505,99.4778
1000,        396.986,0.413074,0.410959,0.00735474,1,0.000549316,99.4785
1100,        438.082,0.413043,0.410959,0.00880432,1,0.000656128,99.4798
1200,        479.178,0.413005,0.410959,0.0098114,1,0.000762939,99.4816
1300,        520.274,0.412961,0.410959,0.0182953,1,0.000854492,99.4838
1400,        561.370,0.41291,0.410959,0.0127258,1,0.000961304,99.4866
1500,        602.055,0.412854,0.410959,0.0134583,1,0.00106812,99.4898
1600,        643.151,0.412797,0.410959,0.0140228,1,0.00112915,99.4935
1700,        684.247,0.412734,0.410959,0.014328,1,0.00119019,99.4976
1800,        725.342,0.412665,0.410959,0.017746,1,0.00169373,99.5022
1900,        766.438,0.412595,0.410959,0.014679,1,0.001297,99.5071
2000,        807.534,0.412526,0.410959,0.0148315,1,0.00135803,99.5124
2100,        848.630,0.412451,0.410959,0.0193176,1,0.00141907,99.5181
2200,        889.726,0.412369,0.410959,0.0154724,1,0.00146484,99.5241
2300,        930.822,0.412287,0.410959,0.0158997,1,0.00157166,99.5304
2400,        971.918,0.412199,0.410959,0.0163269,1,0.00167847,99.5371
2500,       1013.014,0.412105,0.410959,0.0168152,1,0.00178528,99.5441
2600,       1054.110,0.412004,0.410959,0.0173492,1,0.00189209,99.5515
2700,       1095.205,0.411897,0.410959,0.0178375,1,0.0019989,99.5593
2800,       1136.301,0.411784,0.410959,0.0182495,1,0.00210571,99.5675
2900,       1177.397,0.411665,0.410959,0.0186157,1,0.00221252,99.5761
3000,       1218.082,0.411539,0.410959,0.0189819,1,0.00238037,99.585
3100,       1259.178,0.411401,0.410959,0.0194244,1,0.00259399,99.5945
3200,       1300.274,0.41125,0.410959,0.0198669,1,0.00280762,99.6045
3300,       1341.370,0.411094,0.410959,0.0202942,1.00002,0.00300598,99.615
3400,       1382.449,0.410918,0.408163,0.0207062,1,0.0032196,99.6249
3500,       1423.265,0.410736,0.408163,0.0210724,1.00002,0.00341797,99.6171
3600,       1464.082,0.410536,0.408163,0.0214844,1,0.00361633,99.611
3700,       1504.490,0.410335,0.408163,0.0369568,1.00002,0.0038147,99.6066
3800,       1545.306,0.41011,0.408163,0.0223999,1,0.00421143,99.6037
3900,       1586.122,0.409866,0.408163,0.0311432,1,0.00465393,99.6024
4000,       1626.939,0.409597,0.408163,0.0716095,1.00002,0.00682068,99.6028
4100,       1667.755,0.409297,0.408163,0.0293579,1,0.00550842,99.6048
4200,       1708.571,0.408979,0.408163,0.0250854,1,0.00593567,99.6086
4300,       1749.388,0.408636,0.408163,0.0257416,1.00002,0.00634766,99.614
4400,       1790.204,0.408268,0.408163,0.0263977,1.00002,0.00675964,99.6212
4500,       1830.816,0.407863,0.405329,0.0274658,1,0.00799561,99.619
4600,       1871.351,0.407378,0.405405,0.0289612,1.00002,0.00944519,99.6152
4700,       1911.892,0.406813,0.405405,0.0306549,1.00002,0.0108337,99.6145
4800,       1952.432,0.406168,0.405405,0.0323029,1.00003,0.0122223,99.617
4900,       1992.973,0.405437,0.405405,0.0338287,1.00002,0.0135803,99.6228
5000,       2033.169,0.40464,0.401818,0.0352936,1.00003,0.0148621,99.6153
5100,       2073.423,0.403758,0.402685,0.0368805,1.00002,0.0161285,99.6148
5200,       2113.289,0.402823,0.402684,0.0386505,1.00002,0.0168762,99.6192
5300,       2153.221,0.401853,0.398736,0.0400391,1.00003,0.0173645,99.6124
5400,       2193.200,0.400848,0.4,0.0411377,1.00003,0.0178833,99.6124
5500,       2233.147,0.39981,0.397059,0.042038,1.00002,0.0183563,99.6155
