"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    ,  37.58951    , 0.2375691E-01,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -37.56575    , -37.56572    , 0.2954508E-04,  231.7911    ,     0.000
         0.033,         162,         0,         0,  2.500000    , 0.3333334E-01,  0.000000    ,  26.21555    ,  1.290520    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -24.92503    , -24.92506    ,-0.3314367E-04,  206.8660    ,    -0.000
         0.050,         186,         0,         0,  2.500000    , 0.5000000E-01,  0.000000    ,  21.02676    ,  6.904561    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -14.12220    , -14.12216    , 0.3415346E-04,  192.7438    ,     0.000
         0.067,         210,         0,         0,  2.500000    , 0.6666667E-01,  0.000000    ,  17.47646    ,  16.57226    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.9041951    ,-0.9042206    ,-0.2548099E-04,  191.8396    ,    -0.000
         0.083,         234,         0,         0,  2.500000    , 0.8333334E-01,  0.000000    ,  14.79979    ,  27.96471    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.16492    ,  13.16495    , 0.2735853E-04,  205.0046    ,     0.000
         0.100,         260,         0,         0,  2.303880    , 0.1000000    ,  0.000000    ,  12.74338    ,  42.36861    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29.62523    ,  29.62520    ,-0.2890825E-04,  234.6298    ,    -0.000
         0.117,         288,         0,         0,  2.096697    , 0.1166667    ,  0.000000    ,  11.14684    ,  65.70235    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  54.55551    ,  54.55554    , 0.3677607E-04,  289.1853    ,     0.000
         0.133,         319,         0,         0,  1.943665    , 0.1333333    ,  0.000000    ,  9.799551    ,  94.73836    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  84.93881    ,  84.93887    , 0.6532669E-04,  374.1242    ,     0.000
         0.150,         352,         0,         0,  1.828603    , 0.1500000    ,  0.000000    ,  8.664844    ,  125.0364    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  116.3716    ,  116.3715    ,-0.1149029E-03,  490.4957    ,    -0.000
         0.167,         387,         0,         0,  1.743113    , 0.1666667    ,  0.000000    ,  7.706706    ,  156.4340    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  148.7273    ,  148.7274    , 0.4957616E-04,  639.2230    ,     0.000
         0.183,         423,         0,         0,  1.667632    , 0.1833333    ,  0.000000    ,  6.890937    ,  185.1052    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  178.2143    ,  178.2144    , 0.5593896E-04,  817.4374    ,     0.000
         0.200,         464,         0,         0,  1.391266    , 0.2000000    ,  0.000000    ,  6.193741    ,  205.9977    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  199.8039    ,  199.8040    , 0.4324317E-04,  1017.241    ,     0.000
         0.217,         510,         0,         0,  1.276146    , 0.2166667    ,  0.000000    ,  5.580780    ,  223.4907    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  21.15471    ,  21.15471    ,  0.000000    ,  0.000000    ,  217.9099    ,  217.9100    , 0.9846920E-04,  1235.151    ,     0.000
         0.233,         559,         0,         0,  1.222404    , 0.2333333    ,  0.000000    ,  5.062891    ,  239.8875    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  80.90873    ,  80.90873    ,  0.000000    ,  0.000000    ,  234.8246    ,  234.8245    ,-0.1395121E-03,  1469.976    ,    -0.000
         0.250,         610,         0,         0,  1.192383    , 0.2500000    ,  0.000000    ,  4.662953    ,  255.7366    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  128.7606    ,  128.7606    ,  0.000000    ,  0.000000    ,  251.0737    ,  251.0740    , 0.2808422E-03,  1721.050    ,     0.000
