"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time (h)","SQ Pipe7 [EG14_003]","SQ Pipe6 [EG14_003]","SQ Pipe5 [EG14_003]","SQ Pipe19 [EG14_003]","SQ Pipe3 [EG14_003]","SQ Pipe2 [EG14_003]","SQ Pipe1 [EG14_003]","SQ Pipe0 [EG14_003]","SQ Pipe17 [EG14_003]","SQ Pipe16 [EG14_003]","SQ Pipe15 [EG14_003]","SQ Pipe14 [EG14_003]","SQ Pipe13 [EG14_003]","SQ Pipe12 [EG14_003]","SQ Pipe11 [EG14_003]","SQ Pipe10 [EG14_003]","SQ Pipe9 [EG14_003]","SQ Pipe8 [EG14_003]","SQ Pipe4 [EG14_003]","SQ FC04.1_C [EG14_003]","SQ FC01.2_R [EG14_003]","SQ FC01.1_R [EG14_003]"
      92,          1.516667,      0.0037,      0.0006,      0.0036,      0.0121,      0.0000,     -0.0056,      0.0043,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0000,      0.0069,      0.0197,      0.0109,     -0.0012,      0.0000,     69.1681,     44.6435
      93,          1.533333,      0.0035,      0.0005,      0.0036,      0.0119,      0.0000,     -0.0055,      0.0042,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0016,      0.0000,      0.0068,      0.0193,      0.0107,     -0.0012,      0.0000,     68.7447,     44.4045
      94,          1.550000,      0.0034,      0.0005,      0.0035,      0.0118,      0.0000,     -0.0054,      0.0042,      0.0008,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0016,      0.0000,      0.0067,      0.0191,      0.0104,     -0.0012,      0.0000,     68.2767,     44.1308
      95,          1.566667,      0.0033,      0.0005,      0.0035,      0.0116,      0.0000,     -0.0053,      0.0041,      0.0008,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0016,      0.0000,      0.0066,      0.0188,      0.0102,     -0.0011,      0.0000,     67.7685,     43.8048
      96,          1.583333,      0.0032,      0.0005,      0.0034,      0.0115,      0.0000,     -0.0053,      0.0040,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0000,      0.0065,      0.0186,      0.0100,     -0.0011,      0.0000,     67.2219,     43.4146
      97,          1.600000,      0.0031,      0.0005,      0.0034,      0.0113,      0.0000,     -0.0052,      0.0040,      0.0007,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0015,      0.0000,      0.0064,      0.0184,      0.0098,     -0.0011,      0.0000,     66.6425,     42.9636
      98,          1.616667,      0.0030,      0.0005,      0.0033,      0.0112,      0.0000,     -0.0052,      0.0039,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0000,      0.0063,      0.0181,      0.0096,     -0.0011,      0.0000,     66.0357,     42.4820
      99,          1.633333,      0.0029,      0.0005,      0.0032,      0.0110,      0.0000,     -0.0051,      0.0038,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0000,      0.0062,      0.0179,      0.0095,     -0.0011,      0.0000,     65.4095,     41.9617
     100,          1.650000,      0.0028,      0.0004,      0.0032,      0.0109,      0.0000,     -0.0050,      0.0038,      0.0007,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0014,      0.0000,      0.0061,      0.0176,      0.0093,     -0.0011,      0.0000,     64.7612,     41.4032
     101,          1.666667,      0.0027,      0.0004,      0.0031,      0.0107,      0.0000,     -0.0050,      0.0037,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0000,      0.0060,      0.0174,      0.0092,     -0.0011,      0.0000,     64.0914,     40.7950
     102,          1.683333,      0.0026,      0.0004,      0.0031,      0.0106,      0.0000,     -0.0049,      0.0036,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0000,      0.0059,      0.0171,      0.0090,     -0.0010,      0.0000,     63.4019,     40.1381
     103,          1.700000,      0.0026,      0.0004,      0.0030,      0.0105,      0.0000,     -0.0048,      0.0036,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0000,      0.0058,      0.0169,      0.0088,     -0.0010,      0.0000,     62.6919,     39.4187
     104,          1.716667,      0.0025,      0.0003,      0.0029,      0.0103,      0.0000,     -0.0048,      0.0035,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0000,      0.0057,      0.0167,      0.0087,     -0.0010,      0.0000,     61.9577,     38.6286
     105,          1.733333,      0.0024,      0.0003,      0.0029,      0.0102,      0.0000,     -0.0047,      0.0034,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0012,      0.0000,      0.0055,      0.0165,      0.0085,     -0.0010,      0.0000,     61.1914,     37.7684
     106,          1.750000,      0.0023,      0.0003,      0.0028,      0.0100,      0.0000,     -0.0046,      0.0034,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0012,      0.0000,      0.0054,      0.0162,      0.0083,     -0.0010,      0.0000,     60.3989,     36.8291
     107,          1.766667,      0.0022,      0.0003,      0.0027,      0.0098,      0.0000,     -0.0045,      0.0033,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0000,      0.0053,      0.0158,      0.0081,     -0.0010,      0.0000,     59.5815,     35.8043
     108,          1.783333,      0.0021,      0.0002,      0.0026,      0.0096,      0.0000,     -0.0044,      0.0031,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0000,      0.0051,      0.0154,      0.0078,     -0.0010,      0.0000,     58.7301,     34.7280
     109,          1.800000,      0.0020,      0.0002,      0.0025,      0.0093,      0.0000,     -0.0044,      0.0030,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0049,      0.0150,      0.0075,     -0.0009,      0.0000,     57.8271,     33.6013
     110,          1.816667,      0.0019,      0.0002,      0.0024,      0.0091,      0.0000,     -0.0042,      0.0029,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0048,      0.0147,      0.0073,     -0.0009,      0.0000,     56.8695,     32.4035
     111,          1.833333,      0.0019,      0.0002,      0.0024,      0.0089,      0.0000,     -0.0041,      0.0028,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0009,      0.0000,      0.0046,      0.0143,      0.0071,     -0.0009,      0.0000,     55.8430,     31.1418
     112,          1.850000,      0.0018,      0.0001,      0.0023,      0.0086,      0.0000,     -0.0041,      0.0027,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0008,      0.0000,      0.0045,      0.0140,      0.0069,     -0.0009,      0.0000,     54.7306,     29.8150
     113,          1.866667,      0.0017,      0.0001,      0.0022,      0.0084,      0.0000,     -0.0040,      0.0026,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0008,      0.0000,      0.0043,      0.0136,      0.0066,     -0.0008,      0.0000,     53.5294,     28.4385
     114,          1.883333,      0.0016,      0.0001,      0.0021,      0.0081,      0.0000,     -0.0039,      0.0025,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0042,      0.0132,      0.0064,     -0.0008,      0.0000,     52.2324,     26.6916
     115,          1.900000,      0.0015,      0.0001,      0.0020,      0.0079,      0.0000,     -0.0037,      0.0024,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0040,      0.0129,      0.0062,     -0.0008,      0.0000,     50.8323,     25.0388
     116,          1.916667,      0.0014,      0.0001,      0.0019,      0.0077,      0.0000,     -0.0037,      0.0023,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0039,      0.0125,      0.0060,     -0.0008,      0.0000,     49.3038,     23.6458
     117,          1.933333,      0.0013,      0.0000,      0.0018,      0.0075,      0.0000,     -0.0036,      0.0022,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0037,      0.0122,      0.0057,     -0.0007,      0.0000,     47.6317,     22.4819
     118,          1.950000,      0.0013,      0.0000,      0.0017,      0.0072,      0.0000,     -0.0035,      0.0021,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0036,      0.0118,      0.0055,     -0.0007,      0.0000,     45.7924,     21.5124
     119,          1.966667,      0.0012,      0.0000,      0.0017,      0.0070,      0.0000,     -0.0034,      0.0020,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0034,      0.0114,      0.0053,     -0.0007,      0.0000,     43.7568,     20.7267
     120,          1.983333,      0.0011,      0.0000,      0.0016,      0.0068,      0.0000,     -0.0033,      0.0019,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0033,      0.0111,      0.0051,     -0.0007,      0.0000,     41.5122,     20.0749
     121,          2.000000,      0.0010,      0.0000,      0.0015,      0.0066,      0.0000,     -0.0032,      0.0018,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0031,      0.0108,      0.0049,     -0.0006,      0.0000,     39.2032,     19.5278
     122,          2.016667,      0.0011,      0.0000,      0.0016,      0.0067,      0.0000,     -0.0032,      0.0019,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0032,      0.0110,      0.0051,     -0.0006,      0.0000,     36.8937,     19.0688
     123,          2.033334,      0.0011,      0.0000,      0.0016,      0.0069,      0.0000,     -0.0032,      0.0019,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0034,      0.0112,      0.0051,     -0.0006,      0.0000,     34.6428,     18.6279
     124,          2.050000,      0.0012,      0.0000,      0.0017,      0.0070,      0.0000,     -0.0033,      0.0020,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0034,      0.0113,      0.0052,     -0.0006,      0.0000,     32.5372,     18.2029
     125,          2.066667,      0.0012,      0.0000,      0.0017,      0.0070,      0.0000,     -0.0034,      0.0020,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0034,      0.0114,      0.0053,     -0.0007,      0.0000,     30.5539,     17.7756
     126,          2.083333,      0.0012,      0.0000,      0.0017,      0.0071,      0.0000,     -0.0034,      0.0020,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0035,      0.0115,      0.0053,     -0.0007,      0.0000,     28.6907,     17.3390
     127,          2.100000,      0.0013,      0.0000,      0.0018,      0.0073,      0.0000,     -0.0034,      0.0021,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0036,      0.0118,      0.0055,     -0.0007,      0.0000,     26.9581,     16.9004
     128,          2.116667,      0.0013,      0.0000,      0.0018,      0.0074,      0.0000,     -0.0035,      0.0021,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0037,      0.0120,      0.0056,     -0.0007,      0.0000,     25.3837,     16.4504
     129,          2.133333,      0.0013,      0.0000,      0.0018,      0.0075,      0.0000,     -0.0035,      0.0022,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0037,      0.0121,      0.0057,     -0.0007,      0.0000,     23.9877,     15.9743
     130,          2.150000,      0.0013,      0.0000,      0.0019,      0.0075,      0.0000,     -0.0036,      0.0022,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0038,      0.0122,      0.0057,     -0.0007,      0.0000,     22.7394,     15.4746
     131,          2.166667,      0.0014,      0.0000,      0.0019,      0.0076,      0.0000,     -0.0036,      0.0022,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0038,      0.0124,      0.0059,     -0.0007,      0.0000,     21.6717,     14.9600
     132,          2.183333,      0.0014,      0.0001,      0.0020,      0.0078,      0.0000,     -0.0037,      0.0023,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0039,      0.0126,      0.0060,     -0.0007,      0.0000,     20.7768,     14.4652
     133,          2.200000,      0.0014,      0.0001,      0.0020,      0.0079,      0.0000,     -0.0037,      0.0024,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0040,      0.0128,      0.0061,     -0.0008,      0.0000,     19.9840,     13.9546
     134,          2.216667,      0.0015,      0.0001,      0.0020,      0.0080,      0.0000,     -0.0037,      0.0024,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0041,      0.0130,      0.0062,     -0.0008,      0.0000,     19.2572,     13.5383
     135,          2.233333,      0.0015,      0.0001,      0.0020,      0.0081,      0.0000,     -0.0038,      0.0024,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0041,      0.0131,      0.0062,     -0.0008,      0.0000,     18.6066,     13.1997
     136,          2.250000,      0.0015,      0.0001,      0.0021,      0.0082,      0.0000,     -0.0038,      0.0025,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0008,      0.0000,      0.0042,      0.0132,      0.0063,     -0.0008,      0.0000,     18.0359,     12.9078
     137,          2.266667,      0.0015,      0.0001,      0.0020,      0.0080,      0.0000,     -0.0037,      0.0024,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0041,      0.0130,      0.0062,     -0.0008,      0.0000,     17.5167,     12.6567
     138,          2.283334,      0.0014,      0.0000,      0.0019,      0.0078,      0.0000,     -0.0037,      0.0023,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0039,      0.0126,      0.0059,     -0.0008,      0.0000,     17.0142,     12.4341
     139,          2.300000,      0.0013,      0.0000,      0.0019,      0.0076,      0.0000,     -0.0036,      0.0022,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0038,      0.0123,      0.0058,     -0.0008,      0.0000,     16.5248,     12.2015
     140,          2.316667,      0.0013,      0.0000,      0.0018,      0.0074,      0.0000,     -0.0035,      0.0022,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0037,      0.0120,      0.0056,     -0.0007,      0.0000,     16.0753,     11.9787
     141,          2.333333,      0.0012,      0.0000,      0.0018,      0.0073,      0.0000,     -0.0034,      0.0021,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0036,      0.0118,      0.0055,     -0.0007,      0.0000,     15.6399,     11.7331
     142,          2.350000,      0.0011,      0.0000,      0.0017,      0.0071,      0.0000,     -0.0034,      0.0020,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0034,      0.0114,      0.0052,     -0.0007,      0.0000,     15.2230,     11.4781
     143,          2.366667,      0.0011,      0.0000,      0.0016,      0.0068,      0.0000,     -0.0033,      0.0019,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0033,      0.0111,      0.0051,     -0.0007,      0.0000,     14.8796,     11.2685
     144,          2.383333,      0.0010,      0.0000,      0.0015,      0.0067,      0.0000,     -0.0032,      0.0018,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0032,      0.0109,      0.0049,     -0.0006,      0.0000,     14.5181,     11.0248
     145,          2.400000,      0.0010,      0.0000,      0.0015,      0.0065,      0.0000,     -0.0031,      0.0018,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0031,      0.0106,      0.0048,     -0.0006,      0.0000,     14.1959,     10.8141
     146,          2.416667,      0.0009,      0.0000,      0.0015,      0.0064,      0.0000,     -0.0030,      0.0017,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0030,      0.0103,      0.0046,     -0.0006,      0.0000,     13.8596,     10.6022
     147,          2.433333,      0.0009,      0.0000,      0.0014,      0.0062,      0.0000,     -0.0030,      0.0017,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0028,      0.0100,      0.0044,     -0.0006,      0.0000,     13.5401,     10.4166
     148,          2.450000,      0.0008,      0.0000,      0.0013,      0.0060,      0.0000,     -0.0029,      0.0016,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0027,      0.0097,      0.0042,     -0.0006,      0.0000,     13.2385,     10.2547
     149,          2.466667,      0.0007,      0.0000,      0.0013,      0.0058,      0.0000,     -0.0028,      0.0015,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0026,      0.0094,      0.0041,     -0.0005,      0.0000,     12.9651,     10.0953
     150,          2.483333,      0.0007,      0.0000,      0.0012,      0.0057,      0.0000,     -0.0027,      0.0015,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0025,      0.0092,      0.0039,     -0.0005,      0.0000,     12.7084,      9.8902
     151,          2.500000,      0.0006,      0.0000,      0.0011,      0.0055,      0.0000,     -0.0027,      0.0014,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0024,      0.0089,      0.0038,     -0.0005,      0.0000,     12.4577,      9.6628
     152,          2.516667,      0.0006,      0.0000,      0.0011,      0.0053,      0.0000,     -0.0026,      0.0013,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0023,      0.0087,      0.0037,     -0.0005,      0.0000,     12.2206,      9.4326
     153,          2.533334,      0.0006,      0.0000,      0.0011,      0.0053,      0.0000,     -0.0025,      0.0013,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0023,      0.0085,      0.0036,     -0.0005,      0.0000,     11.9896,      9.1989
     154,          2.550000,      0.0005,      0.0000,      0.0010,      0.0052,      0.0000,     -0.0025,      0.0013,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0022,      0.0084,      0.0035,     -0.0004,      0.0000,     11.7712,      8.9874
     155,          2.566667,      0.0005,      0.0000,      0.0010,      0.0050,      0.0000,     -0.0024,      0.0012,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0021,      0.0082,      0.0034,     -0.0005,      0.0000,     11.5635,      8.7683
     156,          2.583333,      0.0005,      0.0000,      0.0009,      0.0049,      0.0000,     -0.0024,      0.0012,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0021,      0.0080,      0.0033,     -0.0004,      0.0000,     11.3492,      8.5273
     157,          2.600000,      0.0005,      0.0000,      0.0009,      0.0048,      0.0000,     -0.0023,      0.0011,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0020,      0.0079,      0.0032,     -0.0004,      0.0000,     11.1628,      8.2680
     158,          2.616667,      0.0004,      0.0000,      0.0009,      0.0048,      0.0000,     -0.0023,      0.0011,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0020,      0.0077,      0.0031,     -0.0004,      0.0000,     10.9431,      8.0284
     159,          2.633333,      0.0004,      0.0000,      0.0009,      0.0046,      0.0000,     -0.0023,      0.0011,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0019,      0.0075,      0.0030,     -0.0004,      0.0000,     10.7096,      7.8168
     160,          2.650000,      0.0003,      0.0000,      0.0008,      0.0045,      0.0000,     -0.0022,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0018,      0.0073,      0.0029,     -0.0004,      0.0000,     10.4833,      7.6450
     161,          2.666667,      0.0003,      0.0000,      0.0008,      0.0044,      0.0000,     -0.0022,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0072,      0.0028,     -0.0004,      0.0000,     10.2582,      7.4424
     162,          2.683333,      0.0003,      0.0000,      0.0008,      0.0043,      0.0000,     -0.0021,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0070,      0.0027,     -0.0004,      0.0000,     10.0433,      7.2512
     163,          2.700000,      0.0003,      0.0000,      0.0007,      0.0042,      0.0000,     -0.0020,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0069,      0.0026,     -0.0003,      0.0000,      9.8108,      7.0693
     164,          2.716667,      0.0002,      0.0000,      0.0007,      0.0041,      0.0000,     -0.0020,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0016,      0.0067,      0.0025,     -0.0003,      0.0000,      9.5798,      6.8764
     165,          2.733334,      0.0002,      0.0000,      0.0007,      0.0040,      0.0000,     -0.0020,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0065,      0.0024,     -0.0003,      0.0000,      9.3589,      6.6712
     166,          2.750000,      0.0002,      0.0000,      0.0006,      0.0039,      0.0000,     -0.0019,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0064,      0.0024,     -0.0003,      0.0000,      9.1516,      6.4644
     167,          2.766667,      0.0002,      0.0000,      0.0006,      0.0038,      0.0000,     -0.0019,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0063,      0.0023,     -0.0003,      0.0000,      8.9471,      6.2475
     168,          2.783334,      0.0001,      0.0000,      0.0006,      0.0037,      0.0000,     -0.0018,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0061,      0.0022,     -0.0003,      0.0000,      8.7911,      6.0841
     169,          2.800000,      0.0001,      0.0000,      0.0006,      0.0036,      0.0000,     -0.0018,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0060,      0.0021,     -0.0003,      0.0000,      8.5815,      5.8345
     170,          2.816667,      0.0001,      0.0000,      0.0005,      0.0036,      0.0000,     -0.0018,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0059,      0.0021,     -0.0003,      0.0000,      8.2827,      5.5848
     171,          2.833333,      0.0001,      0.0000,      0.0005,      0.0035,      0.0000,     -0.0017,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0058,      0.0020,     -0.0002,      0.0000,     10.5662,      5.3350
     172,          2.850000,      0.0001,      0.0000,      0.0005,      0.0034,      0.0000,     -0.0017,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0012,      0.0056,      0.0019,     -0.0002,      0.0000,      1.3981,      5.0836
     173,          2.866667,      0.0000,      0.0000,      0.0005,      0.0033,      0.0000,     -0.0016,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0012,      0.0055,      0.0019,     -0.0002,      0.0000,     16.0417,      4.8310
     174,          2.883333,      0.0000,      0.0000,      0.0004,      0.0033,      0.0000,     -0.0016,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0054,      0.0018,     -0.0002,      0.0000,     12.3299,      4.5863
     175,          2.900000,      0.0000,      0.0000,      0.0004,      0.0032,      0.0000,     -0.0016,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0053,      0.0018,     -0.0002,      0.0000,     15.6752,      4.3369
     176,          2.916667,      0.0000,      0.0000,      0.0004,      0.0031,      0.0000,     -0.0015,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0052,      0.0018,     -0.0002,      0.0000,     11.7543,      4.0961
     177,          2.933333,      0.0000,      0.0000,      0.0004,      0.0030,      0.0000,     -0.0015,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0050,      0.0017,     -0.0002,      0.0000,      1.9566,      3.8531
     178,          2.950000,      0.0000,      0.0000,      0.0003,      0.0029,      0.0000,     -0.0015,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0049,      0.0016,     -0.0002,      0.0000,     14.9002,      3.6311
     179,          2.966667,      0.0000,      0.0000,      0.0003,      0.0029,      0.0000,     -0.0015,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0009,      0.0048,      0.0016,     -0.0002,      0.0000,     -2.0347,      3.4234
     180,          2.983334,      0.0000,      0.0000,      0.0003,      0.0028,      0.0000,     -0.0014,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0009,      0.0047,      0.0015,     -0.0002,      0.0000,     -2.3142,      3.2476
     181,          3.000000,      0.0000,      0.0000,      0.0003,      0.0027,      0.0000,     -0.0014,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0009,      0.0045,      0.0015,     -0.0001,      0.0000,     -3.6994,      3.0689
